duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
13,2187,3,4,51,3,1,<0,delayed previously,business,<100,unemployed,male single,none,real estate,none,for free,unemp/unskilled non res,none,yes,good
28,2357,2,1,34,1,1,no checking,existing paid,new car,<100,4<=X<7,female div/dep/mar,guarantor,real estate,none,own,skilled,yes,yes,bad
6,849,4,4,45,1,2,>=200,existing paid,domestic appliance,<100,1<=X<4,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
20,4164,4,2,35,2,2,0<=X<200,no credits/all paid,radio/tv,100<=X<500,4<=X<7,male single,none,no known property,none,own,skilled,none,yes,bad
14,2642,2,2,41,2,1,no checking,critical/other existing credit,business,500<=X<1000,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,good
17,7410,3,4,35,1,1,no checking,existing paid,new car,<100,>=7,male single,none,car,none,rent,unskilled resident,yes,no,good
42,6264,4,4,38,2,1,0<=X<200,critical/other existing credit,new car,no known savings,4<=X<7,male single,none,car,none,for free,skilled,yes,yes,bad
27,3081,2,3,22,2,1,no checking,delayed previously,new car,no known savings,<1,female div/dep/mar,guarantor,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
20,8702,2,2,69,1,1,<0,delayed previously,business,<100,unemployed,male single,none,no known property,none,own,skilled,none,no,bad
19,5165,2,2,22,2,1,no checking,no credits/all paid,radio/tv,no known savings,<1,male div/sep,none,real estate,bank,for free,skilled,none,yes,good
11,1448,3,2,33,1,1,>=200,existing paid,new car,no known savings,unemployed,male single,none,car,none,own,skilled,none,yes,good
9,788,4,2,30,2,2,0<=X<200,critical/other existing credit,retraining,>=1000,<1,male single,none,real estate,none,own,unskilled resident,yes,yes,bad
10,1193,3,1,28,3,1,<0,no credits/all paid,furniture/equipment,<100,1<=X<4,male mar/wid,none,real estate,none,own,skilled,yes,yes,bad
23,5564,3,4,43,1,1,0<=X<200,existing paid,education,<100,>=7,male single,none,no known property,none,for free,skilled,yes,yes,good
19,1710,4,4,29,1,2,no checking,existing paid,radio/tv,500<=X<1000,1<=X<4,male single,none,life insurance,none,for free,unskilled resident,none,yes,bad
15,8279,1,4,23,1,1,<0,existing paid,furniture/equipment,<100,unemployed,female div/dep/mar,none,car,none,rent,high qualif/self emp/mgmt,yes,no,bad
36,2590,4,2,26,1,1,>=200,delayed previously,domestic appliance,<100,>=7,male single,none,real estate,none,rent,skilled,none,yes,bad
15,3686,4,2,24,2,1,0<=X<200,critical/other existing credit,new car,no known savings,1<=X<4,male mar/wid,none,real estate,bank,own,skilled,none,yes,good
17,1957,4,3,20,2,1,>=200,no credits/all paid,used car,<100,1<=X<4,male single,none,real estate,none,own,unemp/unskilled non res,none,yes,good
9,2503,3,4,33,1,1,0<=X<200,existing paid,used car,<100,unemployed,male single,none,real estate,none,own,skilled,yes,yes,good
21,3029,4,1,54,1,1,0<=X<200,no credits/all paid,new car,100<=X<500,4<=X<7,male single,none,real estate,bank,own,skilled,yes,yes,bad
14,3412,1,1,24,2,1,no checking,delayed previously,business,<100,4<=X<7,male div/sep,none,life insurance,stores,own,skilled,yes,yes,bad
27,6232,1,3,30,1,1,0<=X<200,existing paid,radio/tv,no known savings,4<=X<7,male div/sep,none,real estate,none,rent,unskilled resident,none,yes,bad
21,4366,4,1,28,2,2,0<=X<200,no credits/all paid,new car,<100,<1,male single,guarantor,life insurance,none,own,unemp/unskilled non res,none,yes,bad
16,3803,4,1,38,2,1,no checking,all paid,furniture/equipment,no known savings,unemployed,male single,none,real estate,none,own,skilled,none,yes,good
6,2267,2,1,40,1,1,<0,existing paid,business,<100,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,good
43,3531,1,2,27,1,1,0<=X<200,existing paid,furniture/equipment,<100,unemployed,male mar/wid,none,real estate,none,for free,skilled,yes,yes,bad
42,11797,4,4,47,1,1,<0,no credits/all paid,radio/tv,<100,unemployed,male div/sep,none,no known property,bank,for free,skilled,yes,yes,good
19,732,2,1,44,2,1,no checking,delayed previously,new car,<100,1<=X<4,male single,none,life insurance,none,for free,skilled,yes,yes,good
22,1362,4,4,30,1,1,0<=X<200,existing paid,other,100<=X<500,1<=X<4,male div/sep,co applicant,life insurance,none,for free,high qualif/self emp/mgmt,yes,yes,bad
27,2053,4,2,43,2,1,0<=X<200,existing paid,new car,>=1000,unemployed,male div/sep,none,real estate,none,own,skilled,none,yes,bad
19,1492,4,4,25,2,1,0<=X<200,no credits/all paid,new car,<100,<1,male mar/wid,none,no known property,none,own,skilled,none,yes,good
24,3893,3,2,23,2,1,0<=X<200,critical/other existing credit,education,<100,<1,male single,none,life insurance,none,own,skilled,none,yes,bad
11,355,1,4,46,2,1,>=200,no credits/all paid,radio/tv,no known savings,>=7,female div/dep/mar,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
28,10713,4,4,40,2,1,>=200,delayed previously,radio/tv,no known savings,unemployed,male single,none,car,stores,own,skilled,none,yes,bad
37,6946,4,4,26,1,2,no checking,all paid,education,<100,4<=X<7,male single,none,life insurance,bank,own,unskilled resident,none,yes,good
18,4435,2,2,33,1,2,<0,existing paid,radio/tv,<100,4<=X<7,male single,none,life insurance,none,own,skilled,yes,yes,good
23,1839,4,2,30,2,1,no checking,critical/other existing credit,furniture/equipment,<100,4<=X<7,male single,none,real estate,none,own,skilled,yes,yes,bad
15,1663,4,3,26,1,1,<0,existing paid,new car,100<=X<500,<1,male single,none,no known property,none,rent,high qualif/self emp/mgmt,yes,yes,bad
15,8893,3,2,24,2,1,0<=X<200,delayed previously,new car,no known savings,<1,female div/dep/mar,co applicant,car,none,rent,skilled,yes,yes,good
12,5925,4,2,35,1,1,0<=X<200,delayed previously,furniture/equipment,<100,unemployed,male mar/wid,none,life insurance,none,own,unemp/unskilled non res,yes,yes,bad
22,4581,3,2,37,3,1,no checking,no credits/all paid,furniture/equipment,>=1000,<1,male single,none,real estate,none,own,unemp/unskilled non res,none,yes,bad
19,2712,4,4,28,2,2,<0,delayed previously,retraining,<100,1<=X<4,male single,none,life insurance,none,own,unemp/unskilled non res,yes,yes,good
7,2339,1,2,50,1,1,>=200,existing paid,used car,500<=X<1000,<1,male div/sep,none,car,none,own,skilled,yes,yes,bad
15,1715,2,4,43,2,1,0<=X<200,critical/other existing credit,furniture/equipment,>=1000,>=7,male div/sep,none,car,bank,for free,skilled,yes,yes,good
34,4927,4,3,24,1,1,0<=X<200,all paid,furniture/equipment,100<=X<500,1<=X<4,male div/sep,none,life insurance,none,own,skilled,none,yes,bad
25,2093,4,2,41,1,2,no checking,all paid,furniture/equipment,<100,<1,male mar/wid,none,car,none,own,skilled,none,yes,good
28,6382,1,1,31,2,2,no checking,no credits/all paid,new car,100<=X<500,unemployed,male single,guarantor,car,none,own,high qualif/self emp/mgmt,yes,yes,good
24,1147,2,1,28,2,1,no checking,critical/other existing credit,new car,<100,1<=X<4,male div/sep,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
16,3517,4,4,20,1,1,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,bad
7,840,3,2,38,2,2,<0,no credits/all paid,business,>=1000,4<=X<7,male single,none,real estate,none,own,unskilled resident,yes,yes,bad
7,1334,4,2,36,3,2,no checking,existing paid,new car,100<=X<500,>=7,male single,none,life insurance,none,own,skilled,none,yes,good
24,4829,4,2,75,1,2,>=200,all paid,business,<100,<1,male single,co applicant,no known property,none,rent,skilled,none,yes,good
17,2152,4,4,29,1,1,no checking,existing paid,furniture/equipment,>=1000,1<=X<4,female div/dep/mar,none,car,none,rent,unemp/unskilled non res,yes,yes,bad
23,4917,3,4,41,1,1,<0,existing paid,furniture/equipment,>=1000,unemployed,male single,co applicant,no known property,bank,rent,skilled,yes,no,bad
27,5780,3,2,25,1,1,no checking,existing paid,used car,500<=X<1000,<1,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,no,bad
52,6956,4,4,31,2,1,0<=X<200,critical/other existing credit,business,no known savings,4<=X<7,male single,none,real estate,none,own,skilled,yes,yes,bad
21,1318,4,4,32,2,1,no checking,no credits/all paid,business,<100,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,good
8,641,2,2,26,2,2,no checking,no credits/all paid,furniture/equipment,>=1000,4<=X<7,male single,none,real estate,none,own,unskilled resident,yes,yes,good
19,420,4,2,45,2,1,>=200,no credits/all paid,radio/tv,100<=X<500,>=7,male mar/wid,none,no known property,none,rent,skilled,none,yes,good
27,2693,2,3,38,2,1,>=200,critical/other existing credit,new car,no known savings,unemployed,male mar/wid,none,life insurance,none,own,unskilled resident,yes,yes,bad
33,16644,1,3,35,1,1,0<=X<200,existing paid,radio/tv,<100,4<=X<7,male single,none,life insurance,none,for free,skilled,none,yes,bad
14,11308,3,4,23,1,1,no checking,all paid,radio/tv,100<=X<500,unemployed,male single,guarantor,car,bank,own,skilled,none,yes,bad
9,1261,4,2,22,1,1,no checking,existing paid,used car,<100,<1,female div/dep/mar,co applicant,life insurance,none,own,skilled,none,yes,good
22,4816,1,1,35,1,2,>=200,all paid,new car,<100,<1,male single,none,real estate,none,own,skilled,yes,yes,bad
17,4364,3,4,26,2,1,0<=X<200,no credits/all paid,new car,no known savings,<1,male single,none,car,none,for free,skilled,yes,yes,good
20,3572,4,4,35,1,1,no checking,existing paid,new car,no known savings,1<=X<4,male single,none,real estate,stores,rent,skilled,yes,yes,bad
14,890,2,1,33,2,1,>=200,delayed previously,new car,no known savings,<1,male single,none,life insurance,bank,own,skilled,none,no,good
26,2976,3,4,45,2,1,no checking,critical/other existing credit,business,<100,<1,female div/dep/mar,co applicant,no known property,none,own,skilled,yes,no,good
37,7476,4,4,28,2,1,<0,critical/other existing credit,used car,>=1000,4<=X<7,female div/dep/mar,none,real estate,none,own,skilled,none,no,bad
45,11293,3,2,34,1,1,no checking,existing paid,new car,<100,unemployed,male single,none,no known property,none,for free,unskilled resident,none,yes,bad
15,2941,2,1,32,1,1,<0,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
24,6832,2,1,25,1,1,>=200,all paid,furniture/equipment,<100,4<=X<7,male mar/wid,none,car,none,own,unskilled resident,yes,yes,bad
10,644,1,1,36,1,1,<0,all paid,repairs,100<=X<500,<1,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
5,469,4,3,29,1,1,no checking,existing paid,radio/tv,<100,4<=X<7,female div/dep/mar,none,real estate,stores,own,skilled,yes,yes,good
19,1886,4,1,37,2,1,no checking,critical/other existing credit,used car,<100,1<=X<4,male div/sep,none,real estate,none,rent,skilled,yes,yes,good
10,853,2,3,35,2,1,no checking,no credits/all paid,other,<100,>=7,male div/sep,none,life insurance,none,for free,skilled,yes,yes,good
27,7656,4,2,25,2,1,no checking,all paid,new car,<100,unemployed,male single,co applicant,car,bank,own,high qualif/self emp/mgmt,none,no,good
14,2459,1,2,22,1,1,0<=X<200,existing paid,business,no known savings,1<=X<4,female div/dep/mar,none,real estate,bank,rent,unemp/unskilled non res,none,yes,good
21,1042,4,1,21,2,1,<0,no credits/all paid,used car,<100,<1,male single,none,life insurance,none,own,skilled,yes,yes,bad
8,1240,4,2,30,2,1,<0,no credits/all paid,furniture/equipment,<100,1<=X<4,male div/sep,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,bad
22,3064,4,2,25,3,1,<0,delayed previously,other,no known savings,4<=X<7,male single,guarantor,car,none,own,unemp/unskilled non res,none,yes,good
25,4119,4,4,30,2,1,0<=X<200,no credits/all paid,business,100<=X<500,4<=X<7,female div/dep/mar,none,real estate,stores,rent,skilled,none,yes,good
44,8199,3,4,33,1,1,no checking,all paid,furniture/equipment,<100,unemployed,male mar/wid,none,car,none,for free,high qualif/self emp/mgmt,yes,yes,bad
34,4847,1,4,29,1,1,>=200,existing paid,business,<100,unemployed,male div/sep,none,no known property,none,own,skilled,yes,yes,good
34,5308,2,3,29,2,1,no checking,critical/other existing credit,used car,100<=X<500,>=7,female div/dep/mar,none,car,none,own,skilled,none,yes,bad
14,3443,4,2,22,2,1,no checking,critical/other existing credit,new car,<100,4<=X<7,male single,none,car,none,own,high qualif/self emp/mgmt,none,no,good
14,2361,3,1,44,2,1,>=200,critical/other existing credit,new car,500<=X<1000,>=7,female div/dep/mar,none,real estate,none,own,unemp/unskilled non res,none,no,good
28,2755,2,2,42,2,1,>=200,delayed previously,used car,100<=X<500,>=7,male single,none,car,none,own,unskilled resident,yes,no,good
22,5523,3,2,29,1,1,0<=X<200,existing paid,furniture/equipment,100<=X<500,4<=X<7,male single,none,life insurance,none,own,skilled,yes,yes,good
10,2689,4,2,21,1,1,<0,all paid,radio/tv,no known savings,<1,female div/dep/mar,none,real estate,none,for free,skilled,yes,yes,bad
12,2653,1,2,50,1,1,no checking,critical/other existing credit,new car,<100,<1,female div/dep/mar,none,real estate,none,for free,skilled,none,yes,good
34,3298,4,1,56,2,1,>=200,critical/other existing credit,furniture/equipment,100<=X<500,>=7,female div/dep/mar,none,real estate,bank,own,skilled,none,yes,good
48,7205,4,4,42,1,1,0<=X<200,existing paid,furniture/equipment,<100,unemployed,male single,none,no known property,none,for free,skilled,yes,no,bad
17,1501,4,3,25,1,1,no checking,existing paid,education,<100,<1,male div/sep,guarantor,car,bank,own,skilled,yes,yes,good
18,2514,4,2,37,2,1,>=200,critical/other existing credit,business,100<=X<500,1<=X<4,female div/dep/mar,guarantor,life insurance,none,own,skilled,yes,yes,good
16,3971,4,1,38,3,2,no checking,critical/other existing credit,domestic appliance,<100,>=7,male single,none,car,stores,rent,skilled,yes,yes,good
11,1954,2,4,36,1,1,0<=X<200,existing paid,radio/tv,100<=X<500,1<=X<4,male div/sep,none,real estate,none,rent,high qualif/self emp/mgmt,yes,yes,good
23,4965,3,4,25,1,1,no checking,existing paid,furniture/equipment,no known savings,<1,male div/sep,none,car,stores,rent,unemp/unskilled non res,none,yes,good
22,6022,2,3,37,1,1,0<=X<200,existing paid,business,<100,unemployed,female div/dep/mar,none,no known property,bank,own,skilled,none,yes,good
20,2578,4,1,38,1,1,0<=X<200,existing paid,radio/tv,no known savings,<1,male single,none,life insurance,stores,own,skilled,yes,yes,bad
16,2660,4,1,25,1,1,0<=X<200,existing paid,domestic appliance,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
16,1373,1,2,32,1,1,no checking,existing paid,other,<100,4<=X<7,male single,none,real estate,bank,own,high qualif/self emp/mgmt,none,yes,good
23,1853,4,4,24,1,1,>=200,existing paid,new car,<100,<1,male mar/wid,none,car,none,own,skilled,yes,yes,bad
24,685,1,3,28,2,1,no checking,no credits/all paid,furniture/equipment,no known savings,1<=X<4,male single,none,real estate,none,own,unskilled resident,yes,yes,good
25,5083,4,2,36,2,1,no checking,existing paid,new car,100<=X<500,>=7,male single,none,life insurance,none,own,skilled,yes,yes,bad
12,4852,3,4,45,1,2,0<=X<200,all paid,radio/tv,>=1000,unemployed,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
14,4294,2,2,51,1,1,>=200,existing paid,radio/tv,500<=X<1000,>=7,male single,guarantor,life insurance,none,own,skilled,yes,yes,good
36,3868,4,4,38,2,1,no checking,no credits/all paid,business,no known savings,>=7,male single,none,car,bank,own,skilled,none,yes,bad
15,1949,4,1,33,2,1,<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,bad
7,808,2,4,27,1,1,>=200,all paid,new car,100<=X<500,<1,male mar/wid,none,car,none,rent,high qualif/self emp/mgmt,none,yes,good
20,3757,4,1,46,3,1,>=200,critical/other existing credit,new car,<100,1<=X<4,male single,none,life insurance,stores,own,skilled,none,yes,good
33,2445,4,2,39,2,1,>=200,critical/other existing credit,business,500<=X<1000,>=7,male single,none,car,none,rent,skilled,none,yes,good
20,5009,3,4,30,2,1,<0,no credits/all paid,new car,100<=X<500,1<=X<4,male div/sep,guarantor,life insurance,none,rent,unskilled resident,none,yes,good
10,3522,2,3,40,1,2,<0,existing paid,domestic appliance,<100,<1,male div/sep,none,life insurance,none,for free,skilled,none,yes,good
36,10880,3,2,47,1,1,<0,existing paid,new car,<100,unemployed,male single,none,no known property,none,for free,unskilled resident,yes,yes,bad
24,6046,4,2,67,1,1,no checking,critical/other existing credit,new car,<100,unemployed,male single,none,no known property,none,own,skilled,none,yes,bad
6,940,2,2,51,1,1,no checking,existing paid,radio/tv,100<=X<500,>=7,female div/dep/mar,co applicant,real estate,none,own,skilled,none,yes,good
15,2469,2,4,24,1,1,no checking,critical/other existing credit,furniture/equipment,100<=X<500,<1,male single,none,car,none,rent,skilled,yes,yes,bad
21,5251,1,2,21,2,1,<0,critical/other existing credit,repairs,<100,unemployed,female div/dep/mar,guarantor,real estate,none,own,skilled,yes,yes,bad
24,1366,1,1,30,1,1,no checking,all paid,new car,<100,unemployed,male div/sep,none,real estate,none,own,skilled,none,yes,good
19,7615,1,4,42,2,1,<0,existing paid,business,<100,4<=X<7,male single,none,no known property,stores,own,skilled,none,yes,bad
20,4764,3,3,33,1,2,0<=X<200,existing paid,furniture/equipment,100<=X<500,<1,male single,none,no known property,none,for free,unemp/unskilled non res,yes,yes,bad
19,4355,2,4,26,1,2,>=200,critical/other existing credit,radio/tv,<100,1<=X<4,male single,none,no known property,bank,for free,skilled,yes,yes,bad
22,2400,2,4,25,1,1,0<=X<200,existing paid,radio/tv,500<=X<1000,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,bad
39,6526,2,2,57,1,1,no checking,existing paid,furniture/equipment,>=1000,1<=X<4,male single,guarantor,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
9,3545,3,3,28,1,1,<0,existing paid,new car,>=1000,<1,female div/dep/mar,none,life insurance,bank,rent,unemp/unskilled non res,yes,yes,good
31,7146,4,4,41,1,1,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,life insurance,none,for free,skilled,yes,no,good
15,1127,1,4,48,2,1,no checking,delayed previously,new car,<100,<1,male single,none,real estate,none,rent,unemp/unskilled non res,yes,yes,bad
23,2779,4,2,26,2,1,>=200,no credits/all paid,new car,>=1000,1<=X<4,male mar/wid,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
18,1391,4,1,30,1,1,0<=X<200,all paid,new car,<100,>=7,male single,guarantor,no known property,none,own,skilled,none,yes,bad
8,2354,4,4,40,1,1,0<=X<200,existing paid,repairs,>=1000,>=7,male single,none,car,none,own,skilled,yes,no,good
19,1283,4,4,30,2,1,no checking,no credits/all paid,new car,<100,1<=X<4,male single,none,car,bank,own,skilled,yes,yes,good
60,4966,1,3,32,1,1,0<=X<200,existing paid,domestic appliance,no known savings,4<=X<7,male single,none,no known property,none,for free,unskilled resident,yes,yes,good
39,5576,1,4,24,1,2,no checking,existing paid,furniture/equipment,100<=X<500,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,good
34,4122,3,3,25,2,2,0<=X<200,critical/other existing credit,new car,<100,4<=X<7,male single,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,bad
17,4648,1,2,54,2,1,0<=X<200,no credits/all paid,new car,100<=X<500,>=7,male single,none,life insurance,stores,own,skilled,yes,yes,good
18,2116,4,4,27,1,1,0<=X<200,critical/other existing credit,furniture/equipment,500<=X<1000,1<=X<4,male single,none,no known property,bank,rent,unskilled resident,none,yes,bad
34,1138,4,4,71,1,1,no checking,existing paid,furniture/equipment,<100,>=7,female div/dep/mar,none,no known property,none,own,skilled,yes,yes,good
50,5517,3,4,26,1,1,0<=X<200,existing paid,furniture/equipment,<100,unemployed,male single,none,real estate,none,for free,skilled,none,yes,bad
13,2047,2,4,34,1,1,0<=X<200,critical/other existing credit,radio/tv,>=1000,unemployed,female div/dep/mar,none,real estate,none,rent,unskilled resident,yes,yes,bad
12,4463,4,4,37,2,2,no checking,no credits/all paid,used car,no known savings,4<=X<7,male single,none,no known property,none,own,skilled,none,yes,bad
27,696,4,4,25,1,1,<0,all paid,business,<100,<1,male div/sep,none,no known property,none,rent,skilled,none,yes,good
12,919,4,4,60,1,2,>=200,existing paid,radio/tv,<100,>=7,male single,none,no known property,none,for free,unemp/unskilled non res,none,yes,good
32,3582,3,1,42,1,1,>=200,critical/other existing credit,business,100<=X<500,4<=X<7,male single,none,real estate,stores,own,high qualif/self emp/mgmt,yes,yes,bad
15,4325,1,3,23,1,1,<0,existing paid,other,100<=X<500,<1,male mar/wid,none,real estate,none,rent,skilled,yes,no,bad
16,6158,4,4,43,1,1,no checking,existing paid,business,no known savings,4<=X<7,male single,none,no known property,none,for free,skilled,none,yes,bad
7,744,1,2,27,2,1,>=200,no credits/all paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,real estate,stores,own,skilled,yes,yes,good
16,1700,2,1,49,1,1,>=200,existing paid,education,<100,<1,male mar/wid,none,real estate,none,own,skilled,yes,yes,good
16,3108,2,4,38,1,2,no checking,existing paid,other,<100,>=7,male single,none,no known property,none,for free,unemp/unskilled non res,yes,yes,bad
60,3880,4,2,28,1,1,0<=X<200,existing paid,new car,<100,>=7,male single,guarantor,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
19,2157,2,3,36,1,1,no checking,existing paid,used car,no known savings,unemployed,female div/dep/mar,guarantor,car,none,rent,skilled,none,yes,good
7,1121,2,2,22,1,2,<0,existing paid,other,<100,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,good
9,444,4,4,26,1,1,>=200,delayed previously,used car,no known savings,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
26,2590,1,4,33,2,1,<0,all paid,radio/tv,<100,>=7,male single,none,no known property,bank,own,skilled,yes,yes,good
11,1594,2,4,44,1,1,no checking,existing paid,new car,<100,>=7,female div/dep/mar,guarantor,real estate,stores,own,unskilled resident,yes,yes,bad
7,1474,2,2,36,2,1,no checking,critical/other existing credit,education,>=1000,<1,male single,co applicant,life insurance,none,for free,skilled,yes,yes,good
6,1463,3,2,34,2,1,>=200,delayed previously,new car,100<=X<500,4<=X<7,female div/dep/mar,none,real estate,bank,own,skilled,yes,yes,good
11,1376,2,4,36,1,1,>=200,critical/other existing credit,business,<100,>=7,male mar/wid,guarantor,real estate,none,rent,unskilled resident,none,yes,good
33,3594,4,4,31,1,1,<0,no credits/all paid,used car,<100,4<=X<7,female div/dep/mar,co applicant,no known property,none,for free,skilled,none,no,good
13,3778,2,4,36,1,1,>=200,existing paid,business,100<=X<500,unemployed,female div/dep/mar,none,life insurance,none,for free,unskilled resident,none,yes,good
25,2631,1,4,32,1,1,0<=X<200,existing paid,furniture/equipment,<100,unemployed,female div/dep/mar,none,no known property,bank,for free,skilled,yes,yes,good
13,2680,4,2,32,2,1,<0,critical/other existing credit,furniture/equipment,500<=X<1000,>=7,male div/sep,none,real estate,stores,own,unskilled resident,none,yes,good
24,2166,2,4,41,1,1,no checking,existing paid,new car,100<=X<500,<1,male div/sep,none,car,stores,rent,skilled,yes,yes,good
34,1939,4,1,60,2,1,>=200,critical/other existing credit,repairs,100<=X<500,>=7,male single,none,life insurance,none,own,skilled,yes,yes,bad
32,2539,4,4,35,1,1,<0,delayed previously,new car,100<=X<500,<1,male single,none,car,none,own,skilled,yes,no,bad
19,4037,4,2,31,3,1,0<=X<200,critical/other existing credit,new car,<100,>=7,male single,none,real estate,none,own,unemp/unskilled non res,yes,yes,bad
21,2023,1,2,36,1,1,no checking,existing paid,furniture/equipment,<100,4<=X<7,male single,none,real estate,none,own,skilled,yes,yes,bad
18,4613,4,4,37,1,2,no checking,existing paid,radio/tv,>=1000,1<=X<4,male single,none,no known property,none,for free,unskilled resident,none,yes,bad
8,3135,2,4,32,1,1,no checking,all paid,education,500<=X<1000,>=7,male mar/wid,none,car,none,own,skilled,none,yes,good
31,4237,2,2,23,2,1,no checking,delayed previously,radio/tv,<100,>=7,male div/sep,none,real estate,none,rent,skilled,yes,yes,bad
28,3325,1,4,25,1,1,no checking,all paid,repairs,100<=X<500,unemployed,female div/dep/mar,none,no known property,none,own,skilled,yes,yes,bad
6,851,4,4,72,2,1,>=200,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,real estate,none,for free,skilled,yes,yes,good
9,1147,4,4,25,2,1,>=200,critical/other existing credit,new car,<100,4<=X<7,male single,co applicant,real estate,none,own,skilled,yes,yes,bad
12,1396,4,3,39,1,1,no checking,critical/other existing credit,radio/tv,<100,1<=X<4,male single,none,real estate,none,rent,skilled,yes,yes,good
11,1562,2,4,40,2,1,<0,critical/other existing credit,repairs,<100,>=7,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,good
27,2631,3,4,26,1,1,0<=X<200,existing paid,furniture/equipment,100<=X<500,1<=X<4,male mar/wid,none,car,none,own,high qualif/self emp/mgmt,none,yes,good
35,5106,3,4,39,2,1,<0,delayed previously,radio/tv,<100,>=7,male single,none,life insurance,none,own,skilled,none,no,bad
14,1340,4,3,30,2,1,<0,no credits/all paid,radio/tv,100<=X<500,1<=X<4,male mar/wid,none,real estate,bank,own,skilled,none,yes,good
19,1799,4,4,28,1,1,0<=X<200,existing paid,radio/tv,<100,<1,male mar/wid,none,no known property,none,own,skilled,none,yes,bad
29,4268,4,2,22,1,1,<0,existing paid,furniture/equipment,100<=X<500,1<=X<4,male single,none,no known property,none,rent,skilled,yes,yes,good
8,1877,3,4,26,1,1,0<=X<200,existing paid,used car,no known savings,4<=X<7,female div/dep/mar,co applicant,car,stores,rent,skilled,yes,yes,good
7,2043,4,4,25,1,2,0<=X<200,all paid,furniture/equipment,<100,>=7,female div/dep/mar,none,no known property,none,rent,unskilled resident,none,yes,bad
12,944,1,2,42,2,1,>=200,no credits/all paid,new car,<100,>=7,female div/dep/mar,none,car,none,own,skilled,yes,yes,bad
11,1720,4,2,33,1,1,<0,critical/other existing credit,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,life insurance,stores,own,skilled,yes,yes,good
19,3535,3,4,34,2,2,0<=X<200,critical/other existing credit,radio/tv,<100,<1,male single,none,real estate,none,for free,skilled,yes,yes,bad
6,1147,4,4,44,1,1,0<=X<200,existing paid,education,>=1000,>=7,male single,none,real estate,none,for free,skilled,yes,yes,good
26,2864,4,3,36,1,1,no checking,existing paid,furniture/equipment,<100,4<=X<7,male single,guarantor,no known property,stores,own,unskilled resident,none,yes,good
13,2514,2,2,26,1,1,0<=X<200,all paid,business,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,good
8,8481,1,4,68,1,1,0<=X<200,existing paid,radio/tv,<100,unemployed,male single,none,no known property,none,for free,skilled,none,yes,good
8,1567,3,3,28,1,2,>=200,existing paid,furniture/equipment,100<=X<500,1<=X<4,male single,none,car,stores,rent,unskilled resident,none,yes,good
13,6113,2,3,27,2,1,no checking,critical/other existing credit,new car,<100,4<=X<7,female div/dep/mar,none,car,none,rent,skilled,none,yes,bad
6,461,4,4,40,2,1,<0,no credits/all paid,domestic appliance,100<=X<500,<1,female div/dep/mar,none,no known property,stores,for free,unemp/unskilled non res,none,yes,good
7,2993,2,4,31,3,1,no checking,no credits/all paid,new car,<100,unemployed,male single,guarantor,life insurance,stores,own,unskilled resident,yes,yes,good
20,2176,4,4,29,2,1,<0,critical/other existing credit,radio/tv,<100,1<=X<4,male div/sep,none,car,none,own,unemp/unskilled non res,none,yes,bad
37,4711,4,4,28,1,2,no checking,existing paid,radio/tv,>=1000,<1,male single,none,no known property,none,own,skilled,none,no,good
31,3587,2,4,42,3,1,no checking,critical/other existing credit,furniture/equipment,no known savings,>=7,male single,none,car,bank,own,unemp/unskilled non res,none,yes,bad
